0.00555068,0.045174538
0.005782432,0.882956879
0.006770785,0.455852156
0.009224626,1.326488706
0.010449274,1.753593429
0.013891469,2.197125257
0.01954212,2.624229979
0.029605142,3.002053388
0.044094166,3.379876797
0.058583191,3.757700205
0.0785411,3.905544148
0.098508099,4.0862423
0.110756857,4.36550308
0.132882326,4.349075975
0.147321365,4.546201232
0.168381232,4.67761807
0.189345671,4.464065708
0.198147691,4.283367556
0.205875019,4.217659138
0.212536744,4.299794661
0.221416014,4.39835729
0.236957009,4.579055441
0.265830543,4.95687885
0.280178699,4.825462012
0.303374316,4.67761807
0.321132857,4.874743326
0.336628411,4.891170431
0.356572688,4.98973306
0.365447414,5.071868583
0.377664363,5.23613963
0.402048276,5.383983573
0.417580183,5.531827515
0.448562202,5.531827515
0.465118815,5.383983573
0.474011718,5.531827515
0.486260476,5.811088296
0.509519712,5.893223819
0.522802264,5.909650924
0.539467937,6.156057495
0.555049829,6.484599589
0.573923959,6.714579055
0.596113047,6.928131417
0.616089134,7.141683778
0.636056132,7.32238193
0.649420479,7.63449692
0.669351124,7.683778234
0.694841537,7.831622177
0.711525386,8.143737166
0.721520246,8.275154004
0.746997026,8.373716632
0.754756164,8.422997947
0.774718618,8.587268994
0.796907705,8.800821355
0.820189661,8.965092402
0.834674142,9.326488706
0.851362535,9.655030801
0.856958657,9.885010267
0.871379519,10.0164271
0.894684196,10.26283368
0.919090829,10.49281314
0.935751958,10.72279261
